交易 #,类型,日期和时间,信号,价格 USDT,大小（数量）,大小（价值）,净损益 USDT,净损益 %,有利波动 USDT,有利波动 %,不利波动 USDT,不利波动 %,累计P&L USDT,累计P&L %
29,多头进场,2025-12-23 08:00,long,3019.68,1.325,4001.076,-0.49,-0.01,0,0.00,-0.49,-0.01,290.22,0.03
30,多头出场,2025-12-25 01:00,XL,2940.14,1.3607,4001.070315,-0.42,-0.01,0,0.00,-0.42,-0.01,289.79,0.03
30,多头进场,2025-12-25 00:30,long,2940.45,1.3607,4001.070315,-0.42,-0.01,0,0.00,-0.42,-0.01,289.79,0.03
31,多头出场,2025-12-25 23:30,XL,2949.66,5.0864,15004.11704,-0.97,-0.01,0.05,0.00,-0.97,-0.01,288.83,0.03
31,多头进场,2025-12-25 23:00,long,2949.85,5.0864,15004.11704,-0.97,-0.01,0.05,0.00,-0.97,-0.01,288.83,0.03
32,空头出场,2025-12-27 16:00,XS,2933.42,1.364,4000.98028,-0.2,-0.01,0,0.00,-0.2,-0.01,288.62,0.03
32,空头进场,2025-12-27 15:30,short,2933.27,1.364,4000.98028,-0.2,-0.01,0,0.00,-0.2,-0.01,288.62,0.03
33,多头出场,2025-12-28 06:00,XL,2935.01,5.1178,15004.11015,16.68,0.11,17.25,0.11,0,0.00,305.31,0.03
33,多头进场,2025-12-28 05:00,long,2931.75,5.1178,15004.11015,16.68,0.11,17.25,0.11,0,0.00,305.31,0.03
34,多头出场,2025-12-28 14:30,XL,2943.89,1.3616,4001.143296,7.26,0.18,7.43,0.19,0,0.00,312.57,0.03
34,多头进场,2025-12-28 14:00,long,2938.56,1.3616,4001.143296,7.26,0.18,7.43,0.19,0,0.00,312.57,0.03
35,多头出场,2025-12-31 17:30,XL,2973.62,3.8689,11505.37351,-0.74,-0.01,0,0.00,-0.74,-0.01,311.83,0.03
35,多头进场,2025-12-31 17:00,long,2973.81,3.8689,11505.37351,-0.74,-0.01,0,0.00,-0.74,-0.01,311.83,0.03
36,空头出场,2026-01-05 02:30,XS,3130.26,1.2783,4001.181264,-0.23,-0.01,0.01,0.00,-0.23,-0.01,311.6,0.03
36,空头进场,2026-01-05 02:00,short,3130.08,1.2783,4001.181264,-0.23,-0.01,0.01,0.00,-0.23,-0.01,311.6,0.03
37,空头出场,2026-01-09 02:30,XS,3126.06,1.3386,4184.008476,-0.54,-0.01,0.01,0.00,-0.54,-0.01,311.06,0.03
37,空头进场,2026-01-09 02:00,short,3125.66,1.3386,4184.008476,-0.54,-0.01,0.01,0.00,-0.54,-0.01,311.06,0.03
38,多头出场,2026-01-09 23:30,XL,3142.6,2.9758,9314.254,37.5,0.40,38.69,0.42,0,0.00,348.56,0.03
38,多头进场,2026-01-09 23:00,long,3130,2.9758,9314.254,37.5,0.40,38.69,0.42,0,0.00,348.56,0.03
39,多头出场,2026-01-11 08:30,XL,3092.59,1.2944,4001.339888,1.71,0.04,1.86,0.05,-0.01,0.00,350.27,0.04
39,多头进场,2026-01-11 08:00,long,3091.27,1.2944,4001.339888,1.71,0.04,1.86,0.05,-0.01,0.00,350.27,0.04
40,多头出场,2026-01-13 11:30,XL,3117.14,1.2846,4001.220696,3.06,0.08,3.44,0.09,0,0.00,353.33,0.04
40,多头进场,2026-01-13 11:00,long,3114.76,1.2846,4001.220696,3.06,0.08,3.44,0.09,0,0.00,353.33,0.04
41,多头出场,2026-01-18 11:30,XL,3319.36,2.8416,9410.441472,21.85,0.23,22.25,0.24,0,0.00,375.18,0.04
41,多头进场,2026-01-18 11:00,long,3311.67,2.8416,9410.441472,21.85,0.23,22.25,0.24,0,0.00,375.18,0.04
42,多头出场,2026-01-22 08:30,XL,3002.96,3.4028,10220.58202,-2.11,-0.02,0,0.00,-2.11,-0.02,373.07,0.04
42,多头进场,2026-01-22 08:00,long,3003.58,3.4028,10220.58202,-2.11,-0.02,0,0.00,-2.11,-0.02,373.07,0.04
43,多头出场,2026-01-26 14:30,XL,2881.25,1.5669,4515.210378,-0.58,-0.01,0,0.00,-0.58,-0.01,372.49,0.04
43,多头进场,2026-01-26 14:00,long,2881.62,1.5669,4515.210378,-0.58,-0.01,0,0.00,-0.58,-0.01,372.49,0.04
44,空头出场,2026-01-27 17:30,XS,2907.2,1.695,4933.92465,6.22,0.13,6.68,0.14,0,0.00,378.71,0.04
44,空头进场,2026-01-27 17:00,short,2910.87,1.695,4933.92465,6.22,0.13,6.68,0.14,0,0.00,378.71,0.04
45,多头出场,2026-02-02 20:30,XL,2317.37,1.7329,4001.300758,14.47,0.36,15.79,0.39,-0.02,0.00,393.18,0.04
45,多头进场,2026-02-02 20:00,long,2309.02,1.7329,4001.300758,14.47,0.36,15.79,0.39,-0.02,0.00,393.18,0.04
46,多头出场,2026-02-03 05:30,XL,2344.57,2.8371,6618.188283,33.59,0.51,35.38,0.53,-1.48,-0.02,426.77,0.04
46,多头进场,2026-02-03 05:00,long,2332.73,2.8371,6618.188283,33.59,0.51,35.38,0.53,-1.48,-0.02,426.77,0.04
47,空头出场,2026-02-04 10:00,XS,2269.34,1.8837,4273.437168,-1.32,-0.03,0,0.00,-1.32,-0.03,425.45,0.04
47,空头进场,2026-02-04 09:30,short,2268.64,1.8837,4273.437168,-1.32,-0.03,0,0.00,-1.32,-0.03,425.45,0.04
48,多头出场,2026-02-07 20:30,XL,2069.42,2.8624,5881.888512,41.62,0.71,43.08,0.73,-0.03,0.00,467.07,0.05
48,多头进场,2026-02-07 20:00,long,2054.88,2.8624,5881.888512,41.62,0.71,43.08,0.73,-0.03,0.00,467.07,0.05
49,多头出场,2026-02-07 23:30,XL,2046.25,6.9622,14249.88285,-3.48,-0.02,0.07,0.00,-3.48,-0.02,463.59,0.05
49,多头进场,2026-02-07 23:00,long,2046.75,6.9622,14249.88285,-3.48,-0.02,0.07,0.00,-3.48,-0.02,463.59,0.05
50,空头出场,2026-02-10 11:30,XS,2052.55,4.0896,8470.952064,76.84,0.91,78.52,0.93,0,0.00,540.43,0.05
50,空头进场,2026-02-10 11:00,short,2071.34,4.0896,8470.952064,76.84,0.91,78.52,0.93,0,0.00,540.43,0.05
51,空头出场,2026-02-13 08:30,XS,1935.46,2.0681,4002.042353,-0.68,-0.02,0,0.00,-0.68,-0.02,539.75,0.05
51,空头进场,2026-02-13 08:00,short,1935.13,2.0681,4002.042353,-0.68,-0.02,0,0.00,-0.68,-0.02,539.75,0.05
52,多头出场,2026-02-19 11:30,XL,1973.19,2.0282,4002.003676,0.02,0.00,0.53,0.01,-0.02,0.00,539.77,0.05
52,多头进场,2026-02-19 11:00,long,1973.18,2.0282,4002.003676,0.02,0.00,0.53,0.01,-0.02,0.00,539.77,0.05
53,多头出场,2026-02-22 05:30,XL,1978.65,2.0225,4002.123,-0.3,-0.01,0,0.00,-0.3,-0.01,539.47,0.05
53,多头进场,2026-02-22 05:00,long,1978.8,2.0225,4002.123,-0.3,-0.01,0,0.00,-0.3,-0.01,539.47,0.05
54,空头出场,2026-02-22 07:00,XS,1971.23,2.027,4002.1088,6.43,0.16,6.73,0.17,0,0.00,545.89,0.05
54,空头进场,2026-02-22 06:30,short,1974.4,2.027,4002.1088,6.43,0.16,6.73,0.17,0,0.00,545.89,0.05
55,多头出场,2026-02-24 23:30,XL,1850,2.1643,4002.072059,1.88,0.05,2.51,0.06,-0.02,0.00,547.78,0.05
55,多头进场,2026-02-24 23:00,long,1849.13,2.1643,4002.072059,1.88,0.05,2.51,0.06,-0.02,0.00,547.78,0.05
56,空头出场,2026-02-26 23:30,XS,2011.91,1.9785,4002.090015,21.53,0.54,22.22,0.56,0,0.00,569.3,0.06
56,空头进场,2026-02-26 23:00,short,2022.79,1.9785,4002.090015,21.53,0.54,22.22,0.56,0,0.00,569.3,0.06
57,空头出场,2026-02-27 14:30,XS,2031.97,1.9691,4002.19575,1.04,0.03,1.65,0.04,0,0.00,570.35,0.06
57,空头进场,2026-02-27 14:00,short,2032.5,1.9691,4002.19575,1.04,0.03,1.65,0.04,0,0.00,570.35,0.06
58,多头出场,2026-03-01 01:00,XL,1904.11,2.102,4002.16596,0.27,0.01,1.01,0.03,-0.02,0.00,570.62,0.06
58,多头进场,2026-03-01 00:30,long,1903.98,2.102,4002.16596,0.27,0.01,1.01,0.03,-0.02,0.00,570.62,0.06
59,空头出场,2026-03-03 13:00,XS,1994.29,2.3418,4683.178476,12.95,0.28,13.77,0.29,0,0.00,583.57,0.06
59,空头进场,2026-03-03 12:30,short,1999.82,2.3418,4683.178476,12.95,0.28,13.77,0.29,0,0.00,583.57,0.06
60,空头出场,2026-03-04 08:30,XS,1981.22,2.0205,4002.32763,-0.73,-0.02,0.02,0.00,-0.73,-0.02,582.84,0.06
60,空头进场,2026-03-04 08:00,short,1980.86,2.0205,4002.32763,-0.73,-0.02,0.02,0.00,-0.73,-0.02,582.84,0.06
61,多头出场,2026-03-08 17:30,XL,1969.12,3.0601,6025.306299,0.4,0.01,0.95,0.02,0,0.00,583.24,0.06
61,多头进场,2026-03-08 17:00,long,1968.99,3.0601,6025.306299,0.4,0.01,0.95,0.02,0,0.00,583.24,0.06
62,空头出场,2026-03-09 05:30,XS,1951.33,7.6918,15008.62475,-0.62,0.00,1.23,0.01,-0.62,0.00,582.62,0.06
62,空头进场,2026-03-09 05:00,short,1951.25,7.6918,15008.62475,-0.62,0.00,1.23,0.01,-0.62,0.00,582.62,0.06
63,空头出场,2026-03-10 07:00,XS,2002.85,1.9986,4002.256458,-0.64,-0.02,0.02,0.00,-0.64,-0.02,581.98,0.06
63,空头进场,2026-03-10 06:30,short,2002.53,1.9986,4002.256458,-0.64,-0.02,0.02,0.00,-0.64,-0.02,581.98,0.06
64,多头出场,2026-03-10 08:30,XL,2013.28,1.9876,4002.251236,-0.66,-0.02,0,0.00,-0.66,-0.02,581.33,0.06
64,多头进场,2026-03-10 08:00,long,2013.61,1.9876,4002.251236,-0.66,-0.02,0,0.00,-0.66,-0.02,581.33,0.06
65,空头出场,2026-03-14 05:30,XS,2106.15,4.5699,9623.29542,-1.6,-0.02,0,0.00,-1.6,-0.02,579.73,0.06
65,空头进场,2026-03-14 05:00,short,2105.8,4.5699,9623.29542,-1.6,-0.02,0,0.00,-1.6,-0.02,579.73,0.06
66,空头出场,2026-03-14 13:00,XS,2089.74,4.0443,8454.285606,2.75,0.03,3.8,0.04,-0.04,0.00,582.48,0.06
66,空头进场,2026-03-14 12:30,short,2090.42,4.0443,8454.285606,2.75,0.03,3.8,0.04,-0.04,0.00,582.48,0.06
67,多头出场,2026-03-22 02:30,XL,2151.42,1.8601,4002.116756,-0.26,-0.01,0,0.00,-0.26,-0.01,582.22,0.06
67,多头进场,2026-03-22 02:00,long,2151.56,1.8601,4002.116756,-0.26,-0.01,0,0.00,-0.26,-0.01,582.22,0.06
68,空头出场,2026-03-24 22:00,XS,2138.66,2.7895,5965.01101,-0.78,-0.01,0.03,0.00,-0.78,-0.01,581.44,0.06
68,空头进场,2026-03-24 21:30,short,2138.38,2.7895,5965.01101,-0.78,-0.01,0.03,0.00,-0.78,-0.01,581.44,0.06
69,多头出场,2026-03-26 07:00,XL,2176.89,1.8405,4002.222465,4.34,0.11,4.8,0.12,0,0.00,585.78,0.06
69,多头进场,2026-03-26 06:30,long,2174.53,1.8405,4002.222465,4.34,0.11,4.8,0.12,0,0.00,585.78,0.06
70,空头出场,2026-03-26 08:30,XS,2162.76,1.8476,4002.160264,6.24,0.16,6.67,0.17,0,0.00,592.03,0.06
70,空头进场,2026-03-26 08:00,short,2166.14,1.8476,4002.160264,6.24,0.16,6.67,0.17,0,0.00,592.03,0.06
71,多头出场,2026-03-28 20:30,XL,2001.99,1.9991,4002.1982,-0.02,0.00,0.24,0.01,-0.02,0.00,592.01,0.06
71,多头进场,2026-03-28 20:00,long,2002,1.9991,4002.1982,-0.02,0.00,0.24,0.01,-0.02,0.00,592.01,0.06
72,多头出场,2026-03-31 20:30,XL,2051.27,5.2681,10807.71787,-1.42,-0.01,0,0.00,-1.42,-0.01,590.58,0.06
72,多头进场,2026-03-31 20:00,long,2051.54,5.2681,10807.71787,-1.42,-0.01,0,0.00,-1.42,-0.01,590.58,0.06
73,空头出场,2026-04-03 05:30,XS,2057.5,2.4422,5029.662056,4.84,0.10,5.49,0.11,0,0.00,595.42,0.06
73,空头进场,2026-04-03 05:00,short,2059.48,2.4422,5029.662056,4.84,0.10,5.49,0.11,0,0.00,595.42,0.06
74,空头出场,2026-04-05 11:30,XS,2055.46,1.9444,4002.25574,5.62,0.14,5.79,0.14,-0.02,0.00,601.04,0.06
74,空头进场,2026-04-05 11:00,short,2058.35,1.9444,4002.25574,5.62,0.14,5.79,0.14,-0.02,0.00,601.04,0.06
75,多头出场,2026-04-05 23:30,XL,2060.52,2.7363,5638.583958,-0.38,-0.01,0,0.00,-0.38,-0.01,600.66,0.06
75,多头进场,2026-04-05 23:00,long,2060.66,2.7363,5638.583958,-0.38,-0.01,0,0.00,-0.38,-0.01,600.66,0.06
76,空头出场,2026-04-07 07:00,XS,2087.74,5.4664,11509.01322,96.59,0.84,97.9,0.85,0,0.00,697.25,0.07
76,空头进场,2026-04-07 06:30,short,2105.41,5.4664,11509.01322,96.59,0.84,97.9,0.85,0,0.00,697.25,0.07
77,空头出场,2026-04-09 19:00,XS,2190.89,3.9588,8672.54316,-0.75,-0.01,0.04,0.00,-0.75,-0.01,696.49,0.07
77,空头进场,2026-04-09 18:30,short,2190.7,3.9588,8672.54316,-0.75,-0.01,0.04,0.00,-0.75,-0.01,696.49,0.07
78,空头出场,2026-04-10 07:00,XS,2198,2.6792,5888.051048,-0.83,-0.01,0,0.00,-0.83,-0.01,695.66,0.07
78,空头进场,2026-04-10 06:30,short,2197.69,2.6792,5888.051048,-0.83,-0.01,0,0.00,-0.83,-0.01,695.66,0.07
79,空头出场,2026-04-10 14:30,XS,2190.96,3.8375,8406.849625,-0.96,-0.01,0,0.00,-0.96,-0.01,694.7,0.07
79,空头进场,2026-04-10 14:00,short,2190.71,3.8375,8406.849625,-0.96,-0.01,0,0.00,-0.96,-0.01,694.7,0.07
80,空头出场,2026-04-11 16:00,XS,2232.5,1.7928,4002.60528,0.18,0.00,0.48,0.01,0,0.00,694.88,0.07
80,空头进场,2026-04-11 15:30,short,2232.6,1.7928,4002.60528,0.18,0.00,0.48,0.01,0,0.00,694.88,0.07
81,多头出场,2026-04-11 17:30,XL,2245.61,5.1397,11542.53267,-0.77,-0.01,0.05,0.00,-0.77,-0.01,694.11,0.07
81,多头进场,2026-04-11 17:00,long,2245.76,5.1397,11542.53267,-0.77,-0.01,0.05,0.00,-0.77,-0.01,694.11,0.07
82,空头出场,2026-04-12 10:00,XS,2207.35,5.1948,11527.52094,60.78,0.53,62.29,0.54,0,0.00,754.89,0.08
82,空头进场,2026-04-12 09:30,short,2219.05,5.1948,11527.52094,60.78,0.53,62.29,0.54,0,0.00,754.89,0.08
83,空头出场,2026-04-15 01:00,XS,2329.76,1.715,4002.81,7.27,0.18,7.87,0.20,0,0.00,762.16,0.08
83,空头进场,2026-04-15 00:30,short,2334,1.715,4002.81,7.27,0.18,7.87,0.20,0,0.00,762.16,0.08
84,多头出场,2026-04-15 08:30,XL,2338.77,1.7121,4002.838437,1.37,0.03,1.9,0.05,0,0.00,763.53,0.08
84,多头进场,2026-04-15 08:00,long,2337.97,1.7121,4002.838437,1.37,0.03,1.9,0.05,0,0.00,763.53,0.08
85,多头出场,2026-04-18 13:00,XL,2407.22,1.6627,4002.916996,-0.43,-0.01,0,0.00,-0.43,-0.01,763.1,0.08
85,多头进场,2026-04-18 12:30,long,2407.48,1.6627,4002.916996,-0.43,-0.01,0,0.00,-0.43,-0.01,763.1,0.08
86,多头出场,2026-04-20 17:30,XL,2304.33,3.5012,8068.86552,-0.95,-0.01,0.04,0.00,-0.95,-0.01,762.16,0.08
86,多头进场,2026-04-20 17:00,long,2304.6,3.5012,8068.86552,-0.95,-0.01,0.04,0.00,-0.95,-0.01,762.16,0.08
87,多头出场,2026-04-20 23:30,XL,2317.47,1.727,4002.8406,-0.57,-0.01,0,0.00,-0.57,-0.01,761.59,0.08
87,多头进场,2026-04-20 23:00,long,2317.8,1.727,4002.8406,-0.57,-0.01,0,0.00,-0.57,-0.01,761.59,0.08
88,多头出场,2026-04-26 05:30,XL,2316.17,1.7359,4020.240246,0.4,0.01,0.56,0.01,-0.02,0.00,761.99,0.08
88,多头进场,2026-04-26 05:00,long,2315.94,1.7359,4020.240246,0.4,0.01,0.56,0.01,-0.02,0.00,761.99,0.08
89,空头出场,2026-05-04 08:30,XS,2310.34,1.7307,4003.022565,4.52,0.11,4.86,0.12,0,0.00,766.5,0.08
89,空头进场,2026-05-04 08:00,short,2312.95,1.7307,4003.022565,4.52,0.11,4.86,0.12,0,0.00,766.5,0.08
90,多头出场,2026-05-04 10:00,XL,2350.99,6.3846,15011.47152,-1.34,-0.01,0.06,0.00,-1.34,-0.01,765.16,0.08
90,多头进场,2026-05-04 09:30,long,2351.2,6.3846,15011.47152,-1.34,-0.01,0.06,0.00,-1.34,-0.01,765.16,0.08
91,多头出场,2026-05-06 02:30,XL,2371.89,1.6875,4002.91875,-0.35,-0.01,0,0.00,-0.35,-0.01,764.81,0.08
91,多头进场,2026-05-06 02:00,long,2372.1,1.6875,4002.91875,-0.35,-0.01,0,0.00,-0.35,-0.01,764.81,0.08
92,多头出场,2026-05-15 08:30,XL,2300.07,1.7457,4003.029756,12.2,0.30,12.59,0.31,-0.02,0.00,777.01,0.08
92,多头进场,2026-05-15 08:00,long,2293.08,1.7457,4003.029756,12.2,0.30,12.59,0.31,-0.02,0.00,777.01,0.08
93,空头出场,2026-05-15 10:00,XS,2275.67,2.0135,4581.618575,-0.44,-0.01,0,0.00,-0.44,-0.01,776.57,0.08
93,空头进场,2026-05-15 09:30,short,2275.45,2.0135,4581.618575,-0.44,-0.01,0,0.00,-0.44,-0.01,776.57,0.08
94,多头出场,2026-05-17 17:30,XL,2191.28,6.2809,13750.71156,12.5,0.09,13.13,0.10,-0.06,0.00,789.07,0.08
94,多头进场,2026-05-17 17:00,long,2189.29,6.2809,13750.71156,12.5,0.09,13.13,0.10,-0.06,0.00,789.07,0.08
95,多头出场,2026-05-18 20:30,XL,2144.73,1.8663,4003.064196,-0.35,-0.01,0,0.00,-0.35,-0.01,788.71,0.08
95,多头进场,2026-05-18 20:00,long,2144.92,1.8663,4003.064196,-0.35,-0.01,0,0.00,-0.35,-0.01,788.71,0.08
96,空头出场,2026-05-18 22:00,XS,2115.15,5.7943,12347.13181,91.32,0.74,92.53,0.75,0,0.00,880.03,0.09
96,空头进场,2026-05-18 21:30,short,2130.91,5.7943,12347.13181,91.32,0.74,92.53,0.75,0,0.00,880.03,0.09
97,多头出场,2026-05-19 05:30,XL,2142.39,3.2894,7009.283778,37.89,0.54,38.81,0.55,0,0.00,917.92,0.09
97,多头进场,2026-05-19 05:00,long,2130.87,3.2894,7009.283778,37.89,0.54,38.81,0.55,0,0.00,917.92,0.09
98,多头出场,2026-05-19 11:30,XL,2134.36,1.8812,4003.626276,11.53,0.29,12,0.30,0,0.00,929.45,0.09
98,多头进场,2026-05-19 11:00,long,2128.23,1.8812,4003.626276,11.53,0.29,12,0.30,0,0.00,929.45,0.09
