交易 #,类型,日期和时间,信号,价格 USDT,大小（数量）,大小（价值）,净损益 USDT,净损益 %,有利波动 USDT,有利波动 %,不利波动 USDT,不利波动 %,累计P&L USDT,累计P&L %
7,空头进场,2025-11-03 09:00,short,3848.51,0.5196,1999.685796,216.36,10.82,411.27,20.57,-2.11,-0.11,231.54,0.02
8,多头出场,2025-11-06 13:30,short,3388.39,0.5827,1999.896324,-25.48,-1.27,14.18,0.71,-34.86,-1.74,206.06,0.02
8,多头进场,2025-11-06 11:00,long,3432.12,0.5827,1999.896324,-25.48,-1.27,14.18,0.71,-34.86,-1.74,206.06,0.02
9,空头出场,2025-11-07 15:30,long,3358.42,0.5902,1999.827778,17.69,0.88,84.36,4.22,-15.71,-0.79,223.75,0.02
9,空头进场,2025-11-06 13:30,short,3388.39,0.5902,1999.827778,17.69,0.88,84.36,4.22,-15.71,-0.79,223.75,0.02
10,多头出场,2025-11-09 08:00,short,3377.02,0.5955,1999.93911,11.08,0.55,77.16,3.86,-97.79,-4.89,234.83,0.02
10,多头进场,2025-11-07 15:30,long,3358.42,0.5955,1999.93911,11.08,0.55,77.16,3.86,-97.79,-4.89,234.83,0.02
11,空头出场,2025-11-09 09:30,long,3400.92,0.5922,1999.871244,-14.15,-0.71,0.09,0.00,-15.96,-0.80,220.67,0.02
11,空头进场,2025-11-09 08:00,short,3377.02,0.5922,1999.871244,-14.15,-0.71,0.09,0.00,-15.96,-0.80,220.67,0.02
12,多头出场,2025-11-09 10:30,short,3368.11,0.588,1999.74096,-19.29,-0.96,0,0.00,-21.3,-1.07,201.38,0.02
12,多头进场,2025-11-09 09:30,long,3400.92,0.588,1999.74096,-19.29,-0.96,0,0.00,-21.3,-1.07,201.38,0.02
13,空头出场,2025-11-09 13:00,long,3407.22,0.5938,1999.983718,-23.22,-1.16,5.61,0.28,-24.38,-1.22,178.16,0.02
13,空头进场,2025-11-09 10:30,short,3368.11,0.5938,1999.983718,-23.22,-1.16,5.61,0.28,-24.38,-1.22,178.16,0.02
14,多头出场,2025-11-09 18:00,short,3395.5,0.5869,1999.697418,-6.88,-0.34,16.38,0.82,-14.6,-0.73,171.28,0.02
14,多头进场,2025-11-09 13:00,long,3407.22,0.5869,1999.697418,-6.88,-0.34,16.38,0.82,-14.6,-0.73,171.28,0.02
15,空头出场,2025-11-09 19:30,long,3428.37,0.589,1999.9495,-19.36,-0.97,6.21,0.31,-21.98,-1.10,151.92,0.02
15,空头进场,2025-11-09 18:00,short,3395.5,0.589,1999.9495,-19.36,-0.97,6.21,0.31,-21.98,-1.10,151.92,0.02
16,多头出场,2025-11-11 02:30,short,3532.89,0.5833,1999.768221,60.97,3.05,134.51,6.73,-2.18,-0.11,212.88,0.02
16,多头进场,2025-11-09 19:30,long,3428.37,0.5833,1999.768221,60.97,3.05,134.51,6.73,-2.18,-0.11,212.88,0.02
17,空头出场,2025-11-11 17:00,long,3578,0.5661,1999.969029,-25.54,-1.28,2.07,0.10,-65.32,-3.27,187.35,0.02
17,空头进场,2025-11-11 02:30,short,3532.89,0.5661,1999.969029,-25.54,-1.28,2.07,0.10,-65.32,-3.27,187.35,0.02
18,多头出场,2025-11-11 20:30,short,3540.37,0.5589,1999.7442,-21.03,-1.05,9.13,0.46,-21.84,-1.09,166.32,0.02
18,多头进场,2025-11-11 17:00,long,3578,0.5589,1999.7442,-21.03,-1.05,9.13,0.46,-21.84,-1.09,166.32,0.02
19,空头出场,2025-11-16 10:00,long,3178,0.5649,1999.955013,204.7,10.24,265.71,13.29,-27.01,-1.35,371.02,0.04
19,空头进场,2025-11-11 20:30,short,3540.37,0.5649,1999.955013,204.7,10.24,265.71,13.29,-27.01,-1.35,371.02,0.04
20,多头出场,2025-11-16 19:00,short,3173.29,0.6293,1999.9154,-2.96,-0.15,44.68,2.23,-6.65,-0.33,368.05,0.04
20,多头进场,2025-11-16 10:00,long,3178,0.6293,1999.9154,-2.96,-0.15,44.68,2.23,-6.65,-0.33,368.05,0.04
21,空头出场,2025-11-18 23:00,long,3109.23,0.6302,1999.807358,40.37,2.02,142.89,7.14,-31.57,-1.58,408.43,0.04
21,空头进场,2025-11-16 19:00,short,3173.29,0.6302,1999.807358,40.37,2.02,142.89,7.14,-31.57,-1.58,408.43,0.04
22,多头出场,2025-11-19 21:30,short,3067.36,0.6432,1999.856736,-26.93,-1.35,39.06,1.95,-75.25,-3.76,381.49,0.04
22,多头进场,2025-11-18 23:00,long,3109.23,0.6432,1999.856736,-26.93,-1.35,39.06,1.95,-75.25,-3.76,381.49,0.04
23,空头出场,2025-11-20 12:30,long,3054.01,0.652,1999.91872,8.7,0.44,126.31,6.32,-25.32,-1.27,390.2,0.04
23,空头进场,2025-11-19 21:30,short,3067.36,0.652,1999.91872,8.7,0.44,126.31,6.32,-25.32,-1.27,390.2,0.04
24,多头出场,2025-11-20 21:30,short,2999.81,0.6548,1999.765748,-35.49,-1.77,6.29,0.31,-39.35,-1.97,354.71,0.04
24,多头进场,2025-11-20 12:30,long,3054.01,0.6548,1999.765748,-35.49,-1.77,6.29,0.31,-39.35,-1.97,354.71,0.04
25,空头出场,2025-11-23 06:00,long,2759.38,0.6667,1999.973327,160.29,8.01,250.84,12.54,-15.26,-0.76,515,0.05
25,空头进场,2025-11-20 21:30,short,2999.81,0.6667,1999.973327,160.29,8.01,250.84,12.54,-15.26,-0.76,515,0.05
26,多头出场,2025-11-24 07:00,short,2806.2,0.7248,1999.998624,33.94,1.70,71.6,3.58,-1.38,-0.07,548.94,0.05
26,多头进场,2025-11-23 06:00,long,2759.38,0.7248,1999.998624,33.94,1.70,71.6,3.58,-1.38,-0.07,548.94,0.05
27,空头出场,2025-11-24 10:00,long,2853.71,0.7127,1999.97874,-33.86,-1.69,30.79,1.54,-43.66,-2.18,515.08,0.05
27,空头进场,2025-11-24 07:00,short,2806.2,0.7127,1999.97874,-33.86,-1.69,30.79,1.54,-43.66,-2.18,515.08,0.05
28,多头出场,2025-11-25 22:30,short,2881.32,0.7008,1999.879968,19.35,0.97,93.41,4.67,-48.12,-2.41,534.43,0.05
28,多头进场,2025-11-24 10:00,long,2853.71,0.7008,1999.879968,19.35,0.97,93.41,4.67,-48.12,-2.41,534.43,0.05
29,空头出场,2025-11-26 00:00,long,2929.87,0.6941,1999.924212,-33.7,-1.68,16.66,0.83,-33.71,-1.69,500.73,0.05
29,空头进场,2025-11-25 22:30,short,2881.32,0.6941,1999.924212,-33.7,-1.68,16.66,0.83,-33.71,-1.69,500.73,0.05
30,多头出场,2025-11-26 03:00,short,2885.23,0.6826,1999.929262,-30.47,-1.52,19.56,0.98,-39.44,-1.97,470.26,0.05
30,多头进场,2025-11-26 00:00,long,2929.87,0.6826,1999.929262,-30.47,-1.52,19.56,0.98,-39.44,-1.97,470.26,0.05
31,空头出场,2025-11-26 04:00,long,2931.37,0.6931,1999.752913,-31.98,-1.60,1.89,0.09,-36.64,-1.83,438.28,0.04
31,空头进场,2025-11-26 03:00,short,2885.23,0.6931,1999.752913,-31.98,-1.60,1.89,0.09,-36.64,-1.83,438.28,0.04
32,多头出场,2025-11-28 06:30,short,3010.92,0.6822,1999.780614,54.27,2.71,95.51,4.78,-29.12,-1.46,492.55,0.05
32,多头进场,2025-11-26 04:00,long,2931.37,0.6822,1999.780614,54.27,2.71,95.51,4.78,-29.12,-1.46,492.55,0.05
33,空头出场,2025-11-28 12:00,long,3014.5,0.6642,1999.853064,-2.38,-0.12,11,0.55,-8.67,-0.43,490.17,0.05
33,空头进场,2025-11-28 06:30,short,3010.92,0.6642,1999.853064,-2.38,-0.12,11,0.55,-8.67,-0.43,490.17,0.05
34,多头出场,2025-11-28 15:30,short,3001.91,0.6634,1999.8193,-8.35,-0.42,9.58,0.48,-9.15,-0.46,481.82,0.05
34,多头进场,2025-11-28 12:00,long,3014.5,0.6634,1999.8193,-8.35,-0.42,9.58,0.48,-9.15,-0.46,481.82,0.05
35,空头出场,2025-11-28 16:00,long,3018.13,0.6662,1999.872442,-10.81,-0.54,0.21,0.01,-13.54,-0.68,471.01,0.05
35,空头进场,2025-11-28 15:30,short,3001.91,0.6662,1999.872442,-10.81,-0.54,0.21,0.01,-13.54,-0.68,471.01,0.05
36,多头出场,2025-11-29 00:00,short,3029.52,0.6626,1999.812938,7.55,0.38,53.58,2.68,-1.84,-0.09,478.56,0.05
36,多头进场,2025-11-28 16:00,long,3018.13,0.6626,1999.812938,7.55,0.38,53.58,2.68,-1.84,-0.09,478.56,0.05
37,空头出场,2025-11-29 03:30,long,3050,0.6601,1999.786152,-13.52,-0.68,12.08,0.60,-20.12,-1.01,465.04,0.05
37,空头进场,2025-11-29 00:00,short,3029.52,0.6601,1999.786152,-13.52,-0.68,12.08,0.60,-20.12,-1.01,465.04,0.05
38,多头出场,2025-11-29 05:30,short,3036.55,0.6557,1999.885,-8.82,-0.44,6.22,0.31,-9.15,-0.46,456.22,0.05
38,多头进场,2025-11-29 03:30,long,3050,0.6557,1999.885,-8.82,-0.44,6.22,0.31,-9.15,-0.46,456.22,0.05
39,空头出场,2025-11-29 09:30,long,3038.51,0.6586,1999.87183,-1.29,-0.06,10.52,0.53,-10.6,-0.53,454.93,0.05
39,空头进场,2025-11-29 05:30,short,3036.55,0.6586,1999.87183,-1.29,-0.06,10.52,0.53,-10.6,-0.53,454.93,0.05
40,多头出场,2025-11-29 10:00,short,3033.46,0.6582,1999.947282,-3.32,-0.17,1.16,0.06,-3.32,-0.17,451.61,0.05
40,多头进场,2025-11-29 09:30,long,3038.51,0.6582,1999.947282,-3.32,-0.17,1.16,0.06,-3.32,-0.17,451.61,0.05
41,空头出场,2025-11-29 12:30,long,3041.04,0.6593,1999.960178,-5,-0.25,10.37,0.52,-8,-0.40,446.61,0.04
41,空头进场,2025-11-29 10:00,short,3033.46,0.6593,1999.960178,-5,-0.25,10.37,0.52,-8,-0.40,446.61,0.04
42,多头出场,2025-11-29 14:00,short,3014.72,0.6576,1999.787904,-17.31,-0.87,1.46,0.07,-17.79,-0.89,429.3,0.04
42,多头进场,2025-11-29 12:30,long,3041.04,0.6576,1999.787904,-17.31,-0.87,1.46,0.07,-17.79,-0.89,429.3,0.04
43,空头出场,2025-11-30 20:30,long,3025.99,0.6634,1999.965248,-7.48,-0.37,35.03,1.75,-12.48,-0.62,421.82,0.04
43,空头进场,2025-11-29 14:00,short,3014.72,0.6634,1999.965248,-7.48,-0.37,35.03,1.75,-12.48,-0.62,421.82,0.04
44,多头出场,2025-12-01 23:00,short,2770.42,0.6609,1999.876791,-168.91,-8.45,17.86,0.89,-171.15,-8.56,252.92,0.03
44,多头进场,2025-11-30 20:30,long,3025.99,0.6609,1999.876791,-168.91,-8.45,17.86,0.89,-171.15,-8.56,252.92,0.03
45,空头出场,2025-12-02 18:30,long,2823.13,0.7219,1999.966198,-38.05,-1.90,39.26,1.96,-46.26,-2.31,214.87,0.02
45,空头进场,2025-12-01 23:00,short,2770.42,0.7219,1999.966198,-38.05,-1.90,39.26,1.96,-46.26,-2.31,214.87,0.02
46,多头出场,2025-12-06 00:00,short,3061.5,0.7084,1999.905292,168.86,8.44,295.56,14.78,-4.73,-0.24,383.73,0.04
46,多头进场,2025-12-02 18:30,long,2823.13,0.7084,1999.905292,168.86,8.44,295.56,14.78,-4.73,-0.24,383.73,0.04
47,空头出场,2025-12-08 09:30,long,3098.25,0.6532,1999.7718,-24.01,-1.20,100.58,5.03,-57.81,-2.89,359.72,0.04
47,空头进场,2025-12-06 00:00,short,3061.5,0.6532,1999.7718,-24.01,-1.20,100.58,5.03,-57.81,-2.89,359.72,0.04
48,多头出场,2025-12-09 13:00,short,3105.31,0.6455,1999.920375,4.56,0.23,53.1,2.66,-14.76,-0.74,364.28,0.04
48,多头进场,2025-12-08 09:30,long,3098.25,0.6455,1999.920375,4.56,0.23,53.1,2.66,-14.76,-0.74,364.28,0.04
49,空头出场,2025-12-09 19:30,long,3118.35,0.644,1999.81964,-8.4,-0.42,7.93,0.40,-15.9,-0.80,355.88,0.04
49,空头进场,2025-12-09 13:00,short,3105.31,0.644,1999.81964,-8.4,-0.42,7.93,0.40,-15.9,-0.80,355.88,0.04
50,多头出场,2025-12-09 22:00,short,3111.86,0.6413,1999.797855,-4.16,-0.21,14.82,0.74,-10.38,-0.52,351.72,0.04
50,多头进场,2025-12-09 19:30,long,3118.35,0.6413,1999.797855,-4.16,-0.21,14.82,0.74,-10.38,-0.52,351.72,0.04
51,空头出场,2025-12-09 23:00,long,3155.34,0.6427,1999.992422,-27.94,-1.40,8.54,0.43,-36.36,-1.82,323.77,0.03
51,空头进场,2025-12-09 22:00,short,3111.86,0.6427,1999.992422,-27.94,-1.40,8.54,0.43,-36.36,-1.82,323.77,0.03
52,多头出场,2025-12-11 22:30,short,3159.76,0.6338,1999.854492,2.8,0.14,185.13,9.26,-6.41,-0.32,326.58,0.03
52,多头进场,2025-12-09 23:00,long,3155.34,0.6338,1999.854492,2.8,0.14,185.13,9.26,-6.41,-0.32,326.58,0.03
53,空头出场,2025-12-12 10:00,long,3248.85,0.6329,1999.812104,-56.39,-2.82,3.01,0.15,-71.92,-3.60,270.19,0.03
53,空头进场,2025-12-11 22:30,short,3159.76,0.6329,1999.812104,-56.39,-2.82,3.01,0.15,-71.92,-3.60,270.19,0.03
54,多头出场,2025-12-13 20:00,short,3115.61,0.6156,1999.99206,-82.02,-4.10,10.25,0.51,-125.3,-6.26,188.17,0.02
54,多头进场,2025-12-12 10:00,long,3248.85,0.6156,1999.99206,-82.02,-4.10,10.25,0.51,-125.3,-6.26,188.17,0.02
55,空头出场,2025-12-14 16:00,long,3117.1,0.6419,1999.910059,-0.96,-0.05,23.5,1.18,-8.94,-0.45,187.21,0.02
55,空头进场,2025-12-13 20:00,short,3115.61,0.6419,1999.910059,-0.96,-0.05,23.5,1.18,-8.94,-0.45,187.21,0.02
56,多头出场,2025-12-14 16:30,short,3111.02,0.6416,1999.93136,-3.9,-0.20,1.8,0.09,-4.98,-0.25,183.31,0.02
56,多头进场,2025-12-14 16:00,long,3117.1,0.6416,1999.93136,-3.9,-0.20,1.8,0.09,-4.98,-0.25,183.31,0.02
57,空头出场,2025-12-17 09:00,long,2961.28,0.6428,1999.763656,96.25,4.81,151.07,7.55,-42.73,-2.14,279.56,0.03
57,空头进场,2025-12-14 16:30,short,3111.02,0.6428,1999.763656,96.25,4.81,151.07,7.55,-42.73,-2.14,279.56,0.03
58,多头出场,2025-12-17 09:30,short,2954.11,0.6753,1999.752384,-4.84,-0.24,3.68,0.18,-8.43,-0.42,274.72,0.03
58,多头进场,2025-12-17 09:00,long,2961.28,0.6753,1999.752384,-4.84,-0.24,3.68,0.18,-8.43,-0.42,274.72,0.03
59,空头出场,2025-12-20 03:30,long,2985.02,0.677,1999.93247,-20.93,-1.05,121.13,6.06,-52,-2.60,253.8,0.03
59,空头进场,2025-12-17 09:30,short,2954.11,0.677,1999.93247,-20.93,-1.05,121.13,6.06,-52,-2.60,253.8,0.03
60,多头出场,2025-12-21 06:00,short,2974.62,0.67,1999.9634,-6.97,-0.35,12.06,0.60,-13.97,-0.70,246.83,0.02
60,多头进场,2025-12-20 03:30,long,2985.02,0.67,1999.9634,-6.97,-0.35,12.06,0.60,-13.97,-0.70,246.83,0.02
61,空头出场,2025-12-21 08:00,long,2980.61,0.6723,1999.837026,-4.03,-0.20,1.19,0.06,-4.28,-0.21,242.8,0.02
61,空头进场,2025-12-21 06:00,short,2974.62,0.6723,1999.837026,-4.03,-0.20,1.19,0.06,-4.28,-0.21,242.8,0.02
62,多头出场,2025-12-21 09:00,short,2974.13,0.671,1999.98931,-4.35,-0.22,0.55,0.03,-5.11,-0.26,238.45,0.02
62,多头进场,2025-12-21 08:00,long,2980.61,0.671,1999.98931,-4.35,-0.22,0.55,0.03,-5.11,-0.26,238.45,0.02
63,空头出场,2025-12-21 12:00,long,2977.54,0.6724,1999.805012,-2.29,-0.11,8.55,0.43,-2.6,-0.13,236.16,0.02
63,空头进场,2025-12-21 09:00,short,2974.13,0.6724,1999.805012,-2.29,-0.11,8.55,0.43,-2.6,-0.13,236.16,0.02
64,多头出场,2025-12-22 05:30,short,2973.73,0.6716,1999.715864,-2.56,-0.13,24.08,1.20,-22.53,-1.13,233.6,0.02
64,多头进场,2025-12-21 12:00,long,2977.54,0.6716,1999.715864,-2.56,-0.13,24.08,1.20,-22.53,-1.13,233.6,0.02
65,空头出场,2025-12-22 06:30,long,2996.32,0.6725,1999.833425,-15.19,-0.76,1.35,0.07,-15.19,-0.76,218.41,0.02
65,空头进场,2025-12-22 05:30,short,2973.73,0.6725,1999.833425,-15.19,-0.76,1.35,0.07,-15.19,-0.76,218.41,0.02
66,多头出场,2025-12-23 10:30,short,2991.09,0.6674,1999.743968,-3.49,-0.17,54.11,2.71,-21.95,-1.10,214.92,0.02
66,多头进场,2025-12-22 06:30,long,2996.32,0.6674,1999.743968,-3.49,-0.17,54.11,2.71,-21.95,-1.10,214.92,0.02
67,空头出场,2025-12-25 10:30,long,2952.7,0.6686,1999.842774,25.67,1.28,68.46,3.42,-5.94,-0.30,240.59,0.02
67,空头进场,2025-12-23 10:30,short,2991.09,0.6686,1999.842774,25.67,1.28,68.46,3.42,-5.94,-0.30,240.59,0.02
68,多头出场,2025-12-26 22:30,short,2917.37,0.6773,1999.86371,-23.93,-1.20,28.23,1.41,-41.65,-2.08,216.66,0.02
68,多头进场,2025-12-25 10:30,long,2952.7,0.6773,1999.86371,-23.93,-1.20,28.23,1.41,-41.65,-2.08,216.66,0.02
69,空头出场,2025-12-28 17:00,long,2942.72,0.6855,1999.857135,-17.38,-0.87,15.68,0.78,-29.83,-1.49,199.28,0.02
69,空头进场,2025-12-26 22:30,short,2917.37,0.6855,1999.857135,-17.38,-0.87,15.68,0.78,-29.83,-1.49,199.28,0.02
70,多头出场,2025-12-30 10:30,short,2928.08,0.6796,1999.872512,-9.95,-0.50,78.19,3.91,-22.07,-1.10,189.33,0.02
70,多头进场,2025-12-28 17:00,long,2942.72,0.6796,1999.872512,-9.95,-0.50,78.19,3.91,-22.07,-1.10,189.33,0.02
71,空头出场,2025-12-30 21:00,long,2988.84,0.683,1999.87864,-41.5,-2.08,5.9,0.30,-51.62,-2.58,147.83,0.01
71,空头进场,2025-12-30 10:30,short,2928.08,0.683,1999.87864,-41.5,-2.08,5.9,0.30,-51.62,-2.58,147.83,0.01
72,多头出场,2025-12-31 08:30,short,2966.4,0.6691,1999.832844,-15.01,-0.75,14.02,0.70,-29.49,-1.47,132.82,0.01
72,多头进场,2025-12-30 21:00,long,2988.84,0.6691,1999.832844,-15.01,-0.75,14.02,0.70,-29.49,-1.47,132.82,0.01
73,空头出场,2025-12-31 09:00,long,2979,0.6742,1999.94688,-8.49,-0.42,3.04,0.15,-12.24,-0.61,124.32,0.01
73,空头进场,2025-12-31 08:30,short,2966.4,0.6742,1999.94688,-8.49,-0.42,3.04,0.15,-12.24,-0.61,124.32,0.01
74,多头出场,2025-12-31 16:30,short,2969.4,0.6713,1999.8027,-6.44,-0.32,3.93,0.20,-10.13,-0.51,117.88,0.01
74,多头进场,2025-12-31 09:00,long,2979,0.6713,1999.8027,-6.44,-0.32,3.93,0.20,-10.13,-0.51,117.88,0.01
75,空头出场,2025-12-31 18:00,long,2978.17,0.6735,1999.8909,-5.91,-0.30,0.15,0.01,-9.17,-0.46,111.97,0.01
75,空头进场,2025-12-31 16:30,short,2969.4,0.6735,1999.8909,-5.91,-0.30,0.15,0.01,-9.17,-0.46,111.97,0.01
76,多头出场,2025-12-31 23:00,short,2976.98,0.6715,1999.841155,-0.8,-0.04,33.51,1.68,-5.49,-0.27,111.17,0.01
76,多头进场,2025-12-31 18:00,long,2978.17,0.6715,1999.841155,-0.8,-0.04,33.51,1.68,-5.49,-0.27,111.17,0.01
77,空头出场,2026-01-01 05:00,long,2980.48,0.6718,1999.935164,-2.35,-0.12,12.14,0.61,-13.72,-0.69,108.82,0.01
77,空头进场,2025-12-31 23:00,short,2976.98,0.6718,1999.935164,-2.35,-0.12,12.14,0.61,-13.72,-0.69,108.82,0.01
78,多头出场,2026-01-01 07:30,short,2971.64,0.671,1999.90208,-5.93,-0.30,2.94,0.15,-6.9,-0.35,102.89,0.01
78,多头进场,2026-01-01 05:00,long,2980.48,0.671,1999.90208,-5.93,-0.30,2.94,0.15,-6.9,-0.35,102.89,0.01
79,空头出场,2026-01-01 08:00,long,2979.75,0.673,1999.91372,-5.46,-0.27,0.33,0.02,-6.02,-0.30,97.43,0.01
79,空头进场,2026-01-01 07:30,short,2971.64,0.673,1999.91372,-5.46,-0.27,0.33,0.02,-6.02,-0.30,97.43,0.01
80,多头出场,2026-01-01 12:00,short,2977.86,0.6711,1999.710225,-1.27,-0.06,6.18,0.31,-3.53,-0.18,96.16,0.01
80,多头进场,2026-01-01 08:00,long,2979.75,0.6711,1999.710225,-1.27,-0.06,6.18,0.31,-3.53,-0.18,96.16,0.01
81,空头出场,2026-01-01 13:30,long,2981.49,0.6716,1999.930776,-2.44,-0.12,3.27,0.16,-3.98,-0.20,93.72,0.01
81,空头进场,2026-01-01 12:00,short,2977.86,0.6716,1999.930776,-2.44,-0.12,3.27,0.16,-3.98,-0.20,93.72,0.01
82,多头出场,2026-01-01 14:00,short,2979.3,0.6708,1999.983492,-1.47,-0.07,0,0.00,-2.34,-0.12,92.26,0.01
82,多头进场,2026-01-01 13:30,long,2981.49,0.6708,1999.983492,-1.47,-0.07,0,0.00,-2.34,-0.12,92.26,0.01
83,空头出场,2026-01-01 16:00,long,2981.44,0.6712,1999.70616,-1.44,-0.07,2.29,0.11,-2.01,-0.10,90.82,0.01
83,空头进场,2026-01-01 14:00,short,2979.3,0.6712,1999.70616,-1.44,-0.07,2.29,0.11,-2.01,-0.10,90.82,0.01
84,多头出场,2026-01-05 02:00,short,3130.08,0.6708,1999.949952,99.71,4.99,124.62,6.23,-2.48,-0.12,190.53,0.02
84,多头进场,2026-01-01 16:00,long,2981.44,0.6708,1999.949952,99.71,4.99,124.62,6.23,-2.48,-0.12,190.53,0.02
85,空头出场,2026-01-05 04:00,long,3139.92,0.6389,1999.808112,-6.29,-0.31,7.09,0.35,-6.48,-0.32,184.24,0.02
85,空头进场,2026-01-05 02:00,short,3130.08,0.6389,1999.808112,-6.29,-0.31,7.09,0.35,-6.48,-0.32,184.24,0.02
86,多头出场,2026-01-07 22:00,short,3194.11,0.6369,1999.815048,34.51,1.73,107.6,5.38,-3.34,-0.17,218.75,0.02
86,多头进场,2026-01-05 04:00,long,3139.92,0.6369,1999.815048,34.51,1.73,107.6,5.38,-3.34,-0.17,218.75,0.02
87,空头出场,2026-01-09 09:00,long,3139.38,0.6261,1999.832271,34.27,1.71,87.32,4.37,-6.17,-0.31,253.02,0.03
87,空头进场,2026-01-07 22:00,short,3194.11,0.6261,1999.832271,34.27,1.71,87.32,4.37,-6.17,-0.31,253.02,0.03
88,多头出场,2026-01-09 10:30,short,3109.49,0.637,1999.78506,-19.04,-0.95,5.75,0.29,-36.97,-1.85,233.98,0.02
88,多头进场,2026-01-09 09:00,long,3139.38,0.637,1999.78506,-19.04,-0.95,5.75,0.29,-36.97,-1.85,233.98,0.02
89,空头出场,2026-01-09 23:00,long,3130,0.6431,1999.713019,-13.19,-0.66,32.67,1.63,-18.01,-0.90,220.79,0.02
89,空头进场,2026-01-09 10:30,short,3109.49,0.6431,1999.713019,-13.19,-0.66,32.67,1.63,-18.01,-0.90,220.79,0.02
90,多头出场,2026-01-10 02:00,short,3086.06,0.6389,1999.757,-28.07,-1.40,9.87,0.49,-30.59,-1.53,192.72,0.02
90,多头进场,2026-01-09 23:00,long,3130,0.6389,1999.757,-28.07,-1.40,9.87,0.49,-30.59,-1.53,192.72,0.02
91,空头出场,2026-01-11 01:00,long,3097.75,0.648,1999.76688,-7.58,-0.38,13.5,0.67,-11.7,-0.59,185.14,0.02
91,空头进场,2026-01-10 02:00,short,3086.06,0.648,1999.76688,-7.58,-0.38,13.5,0.67,-11.7,-0.59,185.14,0.02
92,多头出场,2026-01-11 01:30,short,3092.95,0.6456,1999.9074,-3.1,-0.15,0.01,0.00,-3.65,-0.18,182.04,0.02
92,多头进场,2026-01-11 01:00,long,3097.75,0.6456,1999.9074,-3.1,-0.15,0.01,0.00,-3.65,-0.18,182.04,0.02
93,空头出场,2026-01-11 16:30,long,3103.38,0.6466,1999.90147,-6.74,-0.34,9.21,0.46,-9.88,-0.49,175.3,0.02
93,空头进场,2026-01-11 01:30,short,3092.95,0.6466,1999.90147,-6.74,-0.34,9.21,0.46,-9.88,-0.49,175.3,0.02
94,多头出场,2026-01-13 01:30,short,3104.88,0.6444,1999.818072,0.97,0.05,43.89,2.19,-24.38,-1.22,176.27,0.02
94,多头进场,2026-01-11 16:30,long,3103.38,0.6444,1999.818072,0.97,0.05,43.89,2.19,-24.38,-1.22,176.27,0.02
95,空头出场,2026-01-13 03:30,long,3121.83,0.6441,1999.853208,-10.92,-0.55,6.02,0.30,-11,-0.55,165.35,0.02
95,空头进场,2026-01-13 01:30,short,3104.88,0.6441,1999.853208,-10.92,-0.55,6.02,0.30,-11,-0.55,165.35,0.02
96,多头出场,2026-01-13 04:30,short,3102.57,0.6406,1999.844298,-12.34,-0.62,3.79,0.19,-13.98,-0.70,153.01,0.02
96,多头进场,2026-01-13 03:30,long,3121.83,0.6406,1999.844298,-12.34,-0.62,3.79,0.19,-13.98,-0.70,153.01,0.02
97,空头出场,2026-01-13 16:30,long,3135.99,0.6446,1999.916622,-21.54,-1.08,12.27,0.61,-28.35,-1.42,131.47,0.01
97,空头进场,2026-01-13 04:30,short,3102.57,0.6446,1999.916622,-21.54,-1.08,12.27,0.61,-28.35,-1.42,131.47,0.01
