交易 #,类型,日期和时间,信号,价格 USDT,大小（数量）,大小（价值）,净损益 USDT,净损益 %,有利波动 USDT,有利波动 %,不利波动 USDT,不利波动 %,累计P&L USDT,累计P&L %
17,多头出场,2025-11-02 20:30,short,3877.51,25.8673,100396.1648,-95.45,-0.10,427.85,0.43,-243.67,-0.24,3866.99,0.39
17,多头进场,2025-11-02 19:00,long,3881.2,25.8673,100396.1648,-95.45,-0.10,427.85,0.43,-243.67,-0.24,3866.99,0.39
18,空头出场,2025-11-03 05:30,long,3861.14,25.8894,100386.4074,423.81,0.42,993.89,0.99,-6.21,-0.01,4290.8,0.43
18,空头进场,2025-11-02 20:30,short,3877.51,25.8894,100386.4074,423.81,0.42,993.89,0.99,-6.21,-0.01,4290.8,0.43
19,多头出场,2025-11-03 23:30,short,3588.89,26.0102,100429.0236,-7081.28,-7.05,1433.94,1.43,-7252.94,-7.22,-2790.48,-0.28
19,多头进场,2025-11-03 05:30,long,3861.14,26.0102,100429.0236,-7081.28,-7.05,1433.94,1.43,-7252.94,-7.22,-2790.48,-0.28
20,空头出场,2025-11-04 08:30,long,3618.13,27.786,99720.89754,-812.46,-0.81,835.53,0.84,-2596.88,-2.60,-3602.94,-0.36
20,空头进场,2025-11-03 23:30,short,3588.89,27.786,99720.89754,-812.46,-0.81,835.53,0.84,-2596.88,-2.60,-3602.94,-0.36
21,多头出场,2025-11-04 13:00,short,3562.45,27.539,99639.68207,-1533.37,-1.54,1002.7,1.01,-1658.4,-1.66,-5136.31,-0.51
21,多头进场,2025-11-04 08:30,long,3618.13,27.539,99639.68207,-1533.37,-1.54,1002.7,1.01,-1658.4,-1.66,-5136.31,-0.51
22,空头出场,2025-11-04 19:00,long,3509.86,27.9263,99486.04744,1468.64,1.48,2852.67,2.87,0,0.00,-3667.67,-0.37
22,空头进场,2025-11-04 13:00,short,3562.45,27.9263,99486.04744,1468.64,1.48,2852.67,2.87,0,0.00,-3667.67,-0.37
23,多头出场,2025-11-04 20:30,short,3511.51,28.3866,99632.99188,46.84,0.05,685.25,0.69,-405.36,-0.41,-3620.83,-0.36
23,多头进场,2025-11-04 19:00,long,3509.86,28.3866,99632.99188,46.84,0.05,685.25,0.69,-405.36,-0.41,-3620.83,-0.36
24,空头出场,2025-11-04 22:00,long,3499.3,28.3746,99637.69165,346.45,0.35,511.31,0.51,-340.78,-0.34,-3274.38,-0.33
24,空头进场,2025-11-04 20:30,short,3511.51,28.3746,99637.69165,346.45,0.35,511.31,0.51,-340.78,-0.34,-3274.38,-0.33
25,多头出场,2025-11-04 23:30,short,3507.58,28.4835,99672.31155,235.84,0.24,2516.8,2.53,-720.63,-0.72,-3038.53,-0.30
25,多头进场,2025-11-04 22:00,long,3499.3,28.4835,99672.31155,235.84,0.24,2516.8,2.53,-720.63,-0.72,-3038.53,-0.30
26,空头出场,2025-11-05 10:00,long,3266.99,28.423,99695.94634,6838.29,6.86,12806.84,12.85,-369.5,-0.37,3799.76,0.38
26,空头进场,2025-11-04 23:30,short,3507.58,28.423,99695.94634,6838.29,6.86,12806.84,12.85,-369.5,-0.37,3799.76,0.38
27,多头出场,2025-11-05 17:30,short,3307.53,30.7255,100379.9012,1245.61,1.24,2691.86,2.68,-214.77,-0.21,5045.37,0.50
27,多头进场,2025-11-05 10:00,long,3266.99,30.7255,100379.9012,1245.61,1.24,2691.86,2.68,-214.77,-0.21,5045.37,0.50
28,空头出场,2025-11-05 19:00,long,3299.92,30.3865,100504.2603,231.24,0.23,1002.45,1.00,-44.67,-0.04,5276.61,0.53
28,空头进场,2025-11-05 17:30,short,3307.53,30.3865,100504.2603,231.24,0.23,1002.45,1.00,-44.67,-0.04,5276.61,0.53
29,多头出场,2025-11-06 08:30,short,3407.6,30.4636,100527.4429,3280.32,3.26,5499.9,5.47,-70.37,-0.07,8556.93,0.86
29,多头进场,2025-11-05 19:00,long,3299.92,30.4636,100527.4429,3280.32,3.26,5499.9,5.47,-70.37,-0.07,8556.93,0.86
30,空头出场,2025-11-06 10:00,long,3397.4,29.5972,100855.4187,301.89,0.30,961.02,0.95,-263.42,-0.26,8858.82,0.89
30,空头进场,2025-11-06 08:30,short,3407.6,29.5972,100855.4187,301.89,0.30,961.02,0.95,-263.42,-0.26,8858.82,0.89
31,多头出场,2025-11-06 13:00,short,3413.11,29.695,100885.793,466.51,0.46,1753.79,1.74,-39.49,-0.04,9325.33,0.93
31,多头进场,2025-11-06 10:00,long,3397.4,29.695,100885.793,466.51,0.46,1753.79,1.74,-39.49,-0.04,9325.33,0.93
32,空头出场,2025-11-06 19:00,long,3404.3,29.572,100932.4889,260.53,0.26,1541,1.53,-55.89,-0.06,9585.86,0.96
32,空头进场,2025-11-06 13:00,short,3413.11,29.572,100932.4889,260.53,0.26,1541,1.53,-55.89,-0.06,9585.86,0.96
33,多头出场,2025-11-06 20:30,short,3349.5,29.6561,100958.2612,-1625.15,-1.61,103.5,0.10,-1834.82,-1.82,7960.71,0.80
33,多头进场,2025-11-06 19:00,long,3404.3,29.6561,100958.2612,-1625.15,-1.61,103.5,0.10,-1834.82,-1.82,7960.71,0.80
34,空头出场,2025-11-07 08:30,long,3324.97,30.0928,100795.8336,738.18,0.73,3131.16,3.11,-1625.61,-1.61,8698.88,0.87
34,空头进场,2025-11-06 20:30,short,3349.5,30.0928,100795.8336,738.18,0.73,3131.16,3.11,-1625.61,-1.61,8698.88,0.87
35,多头出场,2025-11-08 13:00,short,3445.6,30.337,100869.6149,3659.55,3.63,4945.84,4.90,-3967.17,-3.93,12358.43,1.24
35,多头进场,2025-11-07 08:30,long,3324.97,30.337,100869.6149,3659.55,3.63,4945.84,4.90,-3967.17,-3.93,12358.43,1.24
36,空头出场,2025-11-08 16:00,long,3452.31,29.3811,101235.5182,-197.15,-0.19,793.29,0.78,-347.28,-0.34,12161.29,1.22
36,空头进场,2025-11-08 13:00,short,3445.6,29.3811,101235.5182,-197.15,-0.19,793.29,0.78,-347.28,-0.34,12161.29,1.22
37,多头出场,2025-11-09 08:30,short,3384.77,29.3183,101215.8603,-1980.16,-1.96,618.91,0.61,-2835.96,-2.80,10181.13,1.02
37,多头进场,2025-11-08 16:00,long,3452.31,29.3183,101215.8603,-1980.16,-1.96,618.91,0.61,-2835.96,-2.80,10181.13,1.02
38,空头出场,2025-11-09 13:00,long,3407.22,29.8448,101017.7837,-670.02,-0.66,779.25,0.77,-728.21,-0.72,9511.11,0.95
38,空头进场,2025-11-09 08:30,short,3384.77,29.8448,101017.7837,-670.02,-0.66,779.25,0.77,-728.21,-0.72,9511.11,0.95
39,多头出场,2025-11-09 17:30,short,3400.97,29.6285,100950.8178,-185.18,-0.18,826.93,0.82,-432.28,-0.43,9325.94,0.93
39,多头进场,2025-11-09 13:00,long,3407.22,29.6285,100950.8178,-185.18,-0.18,826.93,0.82,-432.28,-0.43,9325.94,0.93
40,空头出场,2025-11-10 14:30,long,3605.64,29.6775,100932.2872,-6074.09,-6.02,552.6,0.55,-7657.09,-7.59,3251.84,0.33
40,空头进场,2025-11-09 17:30,short,3400.97,29.6775,100932.2872,-6074.09,-6.02,552.6,0.55,-7657.09,-7.59,3251.84,0.33
41,多头出场,2025-11-10 16:00,short,3605.96,27.8245,100325.1302,8.9,0.01,478.86,0.48,-280.19,-0.28,3260.74,0.33
41,多头进场,2025-11-10 14:30,long,3605.64,27.8245,100325.1302,8.9,0.01,478.86,0.48,-280.19,-0.28,3260.74,0.33
42,空头出场,2025-11-10 17:30,long,3624.36,27.8222,100325.7403,-511.93,-0.51,554.77,0.55,-705.57,-0.70,2748.82,0.27
42,空头进场,2025-11-10 16:00,short,3605.96,27.8222,100325.7403,-511.93,-0.51,554.77,0.55,-705.57,-0.70,2748.82,0.27
43,多头出场,2025-11-10 19:00,short,3611.78,27.6669,100274.8057,-348.05,-0.35,100.71,0.10,-565.51,-0.56,2400.77,0.24
43,多头进场,2025-11-10 17:30,long,3624.36,27.6669,100274.8057,-348.05,-0.35,100.71,0.10,-565.51,-0.56,2400.77,0.24
44,空头出场,2025-11-11 04:00,long,3566.08,27.7536,100239.8974,1268.34,1.27,2899.7,2.89,-287.53,-0.29,3669.11,0.37
44,空头进场,2025-11-10 19:00,short,3611.78,27.7536,100239.8974,1268.34,1.27,2899.7,2.89,-287.53,-0.29,3669.11,0.37
45,多头出场,2025-11-11 05:30,short,3541.79,28.1448,100366.6084,-683.64,-0.68,505.48,0.50,-992.67,-0.99,2985.47,0.30
45,多头进场,2025-11-11 04:00,long,3566.08,28.1448,100366.6084,-683.64,-0.68,505.48,0.50,-992.67,-0.99,2985.47,0.30
46,空头出场,2025-11-12 11:30,long,3439.1,28.3186,100298.5343,2908.04,2.90,3866.9,3.86,-3015.36,-3.01,5893.51,0.59
46,空头进场,2025-11-11 05:30,short,3541.79,28.3186,100298.5343,2908.04,2.90,3866.9,3.86,-3015.36,-3.01,5893.51,0.59
47,多头出场,2025-11-12 22:00,short,3568.21,29.2487,100589.2042,3776.3,3.75,4360.69,4.34,-424.69,-0.42,9669.81,0.97
47,多头进场,2025-11-12 11:30,long,3439.1,29.2487,100589.2042,3776.3,3.75,4360.69,4.34,-424.69,-0.42,9669.81,0.97
48,空头出场,2025-11-13 08:30,long,3412.38,28.2962,100966.7838,4409.4,4.37,5561.9,5.51,-91.68,-0.09,14079.2,1.41
48,空头进场,2025-11-12 22:00,short,3568.21,28.2962,100966.7838,4409.4,4.37,5561.9,5.51,-91.68,-0.09,14079.2,1.41
49,多头出场,2025-11-14 11:30,short,3227.93,29.7176,101407.7439,-5481.41,-5.41,4560.46,4.50,-7671.9,-7.57,8597.79,0.86
49,多头进场,2025-11-13 08:30,long,3412.38,29.7176,101407.7439,-5481.41,-5.41,4560.46,4.50,-7671.9,-7.57,8597.79,0.86
50,空头出场,2025-11-14 14:30,long,3222.42,31.2459,100859.578,172.16,0.17,3851.68,3.82,-10.31,-0.01,8769.96,0.88
50,空头进场,2025-11-14 11:30,short,3227.93,31.2459,100859.578,172.16,0.17,3851.68,3.82,-10.31,-0.01,8769.96,0.88
51,多头出场,2025-11-14 16:00,short,3193.92,31.3047,100876.8914,-892.18,-0.88,591.66,0.59,-1077.51,-1.07,7877.77,0.79
51,多头进场,2025-11-14 14:30,long,3222.42,31.3047,100876.8914,-892.18,-0.88,591.66,0.59,-1077.51,-1.07,7877.77,0.79
52,空头出场,2025-11-14 22:00,long,3134.47,31.5561,100787.6589,1876.01,1.86,3910.43,3.88,-682.56,-0.68,9753.78,0.98
52,空头进场,2025-11-14 16:00,short,3193.92,31.5561,100787.6589,1876.01,1.86,3910.43,3.88,-682.56,-0.68,9753.78,0.98
53,多头出场,2025-11-15 01:00,short,3216.65,32.2144,100975.0704,2647.38,2.62,3937.89,3.90,-859.8,-0.85,12401.16,1.24
53,多头进场,2025-11-14 22:00,long,3134.47,32.2144,100975.0704,2647.38,2.62,3937.89,3.90,-859.8,-0.85,12401.16,1.24
54,空头出场,2025-11-15 02:30,long,3168.81,31.4737,101239.8771,1505.7,1.49,1940.35,1.92,-10.07,-0.01,13906.86,1.39
54,空头进场,2025-11-15 01:00,short,3216.65,31.4737,101239.8771,1505.7,1.49,1940.35,1.92,-10.07,-0.01,13906.86,1.39
55,多头出场,2025-11-15 04:00,short,3170.22,31.9964,101390.5123,45.11,0.04,1662.53,1.64,-280.93,-0.28,13951.98,1.40
55,多头进场,2025-11-15 02:30,long,3168.81,31.9964,101390.5123,45.11,0.04,1662.53,1.64,-280.93,-0.28,13951.98,1.40
56,空头出场,2025-11-15 10:00,long,3176.67,31.9836,101395.0484,-206.29,-0.20,2565.72,2.53,-532.53,-0.53,13745.69,1.37
56,空头进场,2025-11-15 04:00,short,3170.22,31.9836,101395.0484,-206.29,-0.20,2565.72,2.53,-532.53,-0.53,13745.69,1.37
57,多头出场,2025-11-15 16:00,short,3158.31,31.9122,101374.5284,-585.91,-0.58,553.04,0.55,-816.31,-0.81,13159.78,1.32
57,多头进场,2025-11-15 10:00,long,3176.67,31.9122,101374.5284,-585.91,-0.58,553.04,0.55,-816.31,-0.81,13159.78,1.32
58,空头出场,2025-11-15 20:30,long,3162.27,32.0791,101315.7423,-127.03,-0.13,772.46,0.76,-445.26,-0.44,13032.74,1.30
58,空头进场,2025-11-15 16:00,short,3158.31,32.0791,101315.7423,-127.03,-0.13,772.46,0.76,-445.26,-0.44,13032.74,1.30
59,多头出场,2025-11-16 19:00,short,3173.29,32.0349,101303.0032,353.02,0.35,2778.39,2.74,-976.74,-0.96,13385.77,1.34
59,多头进场,2025-11-15 20:30,long,3162.27,32.0349,101303.0032,353.02,0.35,2778.39,2.74,-976.74,-0.96,13385.77,1.34
60,空头出场,2025-11-17 08:30,long,3136.32,31.9348,101338.3815,1180.63,1.17,5406.24,5.33,-297.31,-0.29,14566.4,1.46
60,空头进场,2025-11-16 19:00,short,3173.29,31.9348,101338.3815,1180.63,1.17,5406.24,5.33,-297.31,-0.29,14566.4,1.46
61,多头出场,2025-11-21 07:00,short,2864.45,32.3489,101456.502,-8794.69,-8.67,2816.3,2.78,-11202.75,-11.04,5771.7,0.58
61,多头进场,2025-11-17 08:30,long,3136.32,32.3489,101456.502,-8794.69,-8.67,2816.3,2.78,-11202.75,-11.04,5771.7,0.58
62,空头出场,2025-11-21 08:30,long,2861.08,35.1122,100577.1413,118.33,0.12,1332.86,1.33,-194.87,-0.19,5890.03,0.59
62,空头进场,2025-11-21 07:00,short,2864.45,35.1122,100577.1413,118.33,0.12,1332.86,1.33,-194.87,-0.19,5890.03,0.59
63,多头出场,2025-11-21 10:00,short,2838.19,35.1577,100588.9923,-804.76,-0.80,901.8,0.90,-1366.23,-1.36,5085.27,0.51
63,多头进场,2025-11-21 08:30,long,2861.08,35.1577,100588.9923,-804.76,-0.80,901.8,0.90,-1366.23,-1.36,5085.27,0.51
64,空头出场,2025-11-21 20:30,long,2727.59,35.4128,100508.2548,3916.66,3.90,7600.3,7.56,-345.27,-0.34,9001.93,0.90
64,空头进场,2025-11-21 10:00,short,2838.19,35.4128,100508.2548,3916.66,3.90,7600.3,7.56,-345.27,-0.34,9001.93,0.90
65,多头出场,2025-11-21 23:30,short,2705.32,36.9924,100900.1003,-823.82,-0.82,2006.47,1.99,-1481.18,-1.47,8178.11,0.82
65,多头进场,2025-11-21 20:30,long,2727.59,36.9924,100900.1003,-823.82,-0.82,2006.47,1.99,-1481.18,-1.47,8178.11,0.82
66,空头出场,2025-11-22 01:00,long,2794.46,37.2665,100817.8078,-3321.94,-3.29,1129.92,1.12,-3783.3,-3.75,4856.17,0.49
66,空头进场,2025-11-21 23:30,short,2705.32,37.2665,100817.8078,-3321.94,-3.29,1129.92,1.12,-3783.3,-3.75,4856.17,0.49
67,多头出场,2025-11-22 04:00,short,2711.28,35.9588,100485.4282,-2991.05,-2.98,396.99,0.40,-3065.49,-3.05,1865.12,0.19
67,多头进场,2025-11-22 01:00,long,2794.46,35.9588,100485.4282,-2991.05,-2.98,396.99,0.40,-3065.49,-3.05,1865.12,0.19
68,空头出场,2025-11-22 05:30,long,2767.23,36.9517,100186.4052,-2067.45,-2.06,100.88,0.10,-2428.84,-2.42,-202.33,-0.02
68,空头进场,2025-11-22 04:00,short,2711.28,36.9517,100186.4052,-2067.45,-2.06,100.88,0.10,-2428.84,-2.42,-202.33,-0.02
69,多头出场,2025-11-22 10:00,short,2757.02,36.1299,99979.74318,-368.89,-0.37,610.23,0.61,-1953.9,-1.95,-571.22,-0.06
69,多头进场,2025-11-22 05:30,long,2767.23,36.1299,99979.74318,-368.89,-0.37,610.23,0.61,-1953.9,-1.95,-571.22,-0.06
70,空头出场,2025-11-22 14:30,long,2766.26,36.2503,99942.80211,-334.95,-0.34,1100.56,1.10,-417.24,-0.42,-906.17,-0.09
70,空头进场,2025-11-22 10:00,short,2757.02,36.2503,99942.80211,-334.95,-0.34,1100.56,1.10,-417.24,-0.42,-906.17,-0.09
71,多头出场,2025-11-22 16:00,short,2729.01,36.1171,99909.28905,-1345.36,-1.35,171.2,0.17,-1411.1,-1.41,-2251.53,-0.23
71,多头进场,2025-11-22 14:30,long,2766.26,36.1171,99909.28905,-1345.36,-1.35,171.2,0.17,-1411.1,-1.41,-2251.53,-0.23
72,空头出场,2025-11-22 19:00,long,2736.32,36.5608,99774.78881,-267.26,-0.27,902.32,0.90,-418.62,-0.42,-2518.79,-0.25
72,空头进场,2025-11-22 16:00,short,2729.01,36.5608,99774.78881,-267.26,-0.27,902.32,0.90,-418.62,-0.42,-2518.79,-0.25
73,多头出场,2025-11-22 20:30,short,2721.08,36.4533,99747.89386,-555.55,-0.56,243.51,0.24,-922.63,-0.92,-3074.34,-0.31
73,多头进场,2025-11-22 19:00,long,2736.32,36.4533,99747.89386,-555.55,-0.56,243.51,0.24,-922.63,-0.92,-3074.34,-0.31
74,空头出场,2025-11-22 22:00,long,2745.31,36.6371,99692.48007,-887.72,-0.89,332.66,0.33,-1222.58,-1.23,-3962.06,-0.40
74,空头进场,2025-11-22 20:30,short,2721.08,36.6371,99692.48007,-887.72,-0.89,332.66,0.33,-1222.58,-1.23,-3962.06,-0.40
75,多头出场,2025-11-23 14:30,short,2810.33,36.2814,99603.69023,2359.02,2.37,3877.03,3.89,-700.96,-0.70,-1603.04,-0.16
75,多头进场,2025-11-22 22:00,long,2745.31,36.2814,99603.69023,2359.02,2.37,3877.03,3.89,-700.96,-0.70,-1603.04,-0.16
76,空头出场,2025-11-23 16:00,long,2807.14,35.5259,99839.50255,113.33,0.11,1176.97,1.18,-71.41,-0.07,-1489.71,-0.15
76,空头进场,2025-11-23 14:30,short,2810.33,35.5259,99839.50255,113.33,0.11,1176.97,1.18,-71.41,-0.07,-1489.71,-0.15
77,多头出场,2025-11-23 22:00,short,2829.27,35.5703,99850.81194,787.17,0.79,1814.8,1.82,-151.53,-0.15,-702.54,-0.07
77,多头进场,2025-11-23 16:00,long,2807.14,35.5703,99850.81194,787.17,0.79,1814.8,1.82,-151.53,-0.15,-702.54,-0.07
78,空头出场,2025-11-23 23:30,long,2836.5,35.3199,99929.53347,-255.36,-0.26,676.38,0.68,-384.28,-0.38,-957.9,-0.10
78,空头进场,2025-11-23 22:00,short,2829.27,35.3199,99929.53347,-255.36,-0.26,676.38,0.68,-384.28,-0.38,-957.9,-0.10
79,多头出场,2025-11-24 01:00,short,2807.4,35.2209,99904.08285,-1024.93,-1.03,362.78,0.36,-1748.37,-1.75,-1982.83,-0.20
79,多头进场,2025-11-23 23:30,long,2836.5,35.2209,99904.08285,-1024.93,-1.03,362.78,0.36,-1748.37,-1.75,-1982.83,-0.20
80,空头出场,2025-11-24 02:30,long,2808.87,35.5495,99801.6663,-52.26,-0.05,738.36,0.74,-338.43,-0.34,-2035.09,-0.20
80,空头进场,2025-11-24 01:00,short,2807.4,35.5495,99801.6663,-52.26,-0.05,738.36,0.74,-338.43,-0.34,-2035.09,-0.20
81,多头出场,2025-11-24 07:00,short,2806.2,35.529,99796.34223,-94.86,-0.10,1283.66,1.29,-452.64,-0.45,-2129.95,-0.21
81,多头进场,2025-11-24 02:30,long,2808.87,35.529,99796.34223,-94.86,-0.10,1283.66,1.29,-452.64,-0.45,-2129.95,-0.21
82,空头出场,2025-11-24 10:00,long,2853.71,35.5594,99786.78828,-1689.43,-1.69,1536.17,1.54,-2178.37,-2.18,-3819.38,-0.38
82,空头进场,2025-11-24 07:00,short,2806.2,35.5594,99786.78828,-1689.43,-1.69,1536.17,1.54,-2178.37,-2.18,-3819.38,-0.38
83,多头出场,2025-11-24 11:30,short,2856.44,34.9082,99617.87942,95.3,0.10,446.48,0.45,-956.48,-0.96,-3724.08,-0.37
83,多头进场,2025-11-24 10:00,long,2853.71,34.9082,99617.87942,95.3,0.10,446.48,0.45,-956.48,-0.96,-3724.08,-0.37
84,空头出场,2025-11-24 13:00,long,2877.93,34.8782,99627.48561,-749.53,-0.75,1868.43,1.88,-1022.28,-1.03,-4473.61,-0.45
84,空头进场,2025-11-24 11:30,short,2856.44,34.8782,99627.48561,-749.53,-0.75,1868.43,1.88,-1022.28,-1.03,-4473.61,-0.45
85,多头出场,2025-11-24 14:30,short,2839.43,34.5917,99552.49118,-1331.78,-1.34,24.56,0.02,-1686,-1.69,-5805.39,-0.58
85,多头进场,2025-11-24 13:00,long,2877.93,34.5917,99552.49118,-1331.78,-1.34,24.56,0.02,-1686,-1.69,-5805.39,-0.58
86,空头出场,2025-11-25 20:30,long,2927.14,35.0138,99419.23413,-3071.06,-3.09,1904.4,1.92,-5166.99,-5.20,-8876.45,-0.89
86,空头进场,2025-11-24 14:30,short,2839.43,35.0138,99419.23413,-3071.06,-3.09,1904.4,1.92,-5166.99,-5.20,-8876.45,-0.89
87,多头出场,2025-11-27 13:00,short,3038.57,33.8597,99112.08226,3772.99,3.81,4883.58,4.93,-2364.08,-2.39,-5103.47,-0.51
87,多头进场,2025-11-25 20:30,long,2927.14,33.8597,99112.08226,3772.99,3.81,4883.58,4.93,-2364.08,-2.39,-5103.47,-0.51
88,空头出场,2025-11-27 14:30,long,3028.04,32.7422,99489.46665,344.78,0.35,691.52,0.70,0,0.00,-4758.69,-0.48
88,空头进场,2025-11-27 13:00,short,3038.57,32.7422,99489.46665,344.78,0.35,691.52,0.70,0,0.00,-4758.69,-0.48
89,多头出场,2025-11-27 16:00,short,3022.93,32.8675,99524.1047,-167.95,-0.17,272.8,0.27,-241.58,-0.24,-4926.65,-0.49
89,多头进场,2025-11-27 14:30,long,3028.04,32.8675,99524.1047,-167.95,-0.17,272.8,0.27,-241.58,-0.24,-4926.65,-0.49
90,空头出场,2025-11-27 23:30,long,3010.97,32.9175,99507.29827,393.69,0.40,1222.89,1.23,-717.6,-0.72,-4532.95,-0.45
90,空头进场,2025-11-27 16:00,short,3022.93,32.9175,99507.29827,393.69,0.40,1222.89,1.23,-717.6,-0.72,-4532.95,-0.45
91,多头出场,2025-11-28 19:00,short,3030.61,33.0613,99546.58246,649.32,0.65,2208.49,2.22,-549.15,-0.55,-3883.63,-0.39
91,多头进场,2025-11-27 23:30,long,3010.97,33.0613,99546.58246,649.32,0.65,2208.49,2.22,-549.15,-0.55,-3883.63,-0.39
92,空头出场,2025-11-28 22:00,long,3092.36,32.8685,99611.60479,-2029.63,-2.04,141.01,0.14,-2128.24,-2.14,-5913.26,-0.59
92,空头进场,2025-11-28 19:00,short,3030.61,32.8685,99611.60479,-2029.63,-2.04,141.01,0.14,-2128.24,-2.14,-5913.26,-0.59
93,多头出场,2025-11-28 23:30,short,3073.77,32.1465,99408.55074,-597.6,-0.60,213.45,0.21,-1296.79,-1.30,-6510.86,-0.65
93,多头进场,2025-11-28 22:00,long,3092.36,32.1465,99408.55074,-597.6,-0.60,213.45,0.21,-1296.79,-1.30,-6510.86,-0.65
